episode,grevlex_mean_reward,grevlex_mean_time_s,deglex_mean_reward,deglex_mean_time_s
1,-10.830805147422872,0.0002678871154785156,-10.405212778559065,0.0003310203552246094
2,-9.587299105498332,0.00029892921447753905,-10.87100768389535,0.0003680706024169922
3,-9.357174241552428,0.0002422332763671875,-8.034649421044053,0.00030245780944824217
4,-8.580849399325292,0.0002444028854370117,-9.160320442273406,0.0003067731857299805
5,-9.003669179466856,0.00025639533996582033,-9.35717424155243,0.00031421184539794924
6,-8.112281905266766,0.0002588033676147461,-8.383995600046266,0.0003060817718505859
7,-9.355787947191308,0.0002603054046630859,-8.113668199627886,0.0003167629241943359
8,-9.782766610416235,0.000263214111328125,-9.784152904777354,0.00031859874725341796
9,-9.85901280027783,0.0002538442611694336,-8.542033157213933,0.00030465126037597655
10,-10.405212778559067,0.0002683401107788086,-8.540646862852814,0.0003249883651733398
11,-9.121504200162049,0.0002680540084838867,-9.007828062550216,0.0003220796585083008
12,-8.113668199627888,0.0002607107162475586,-8.34517935793491,0.00030641555786132814
13,-8.927422989605263,0.00025975704193115234,-8.115054493989007,0.00031070709228515626
14,-8.580849399325292,0.0002578020095825195,-8.772158021159834,0.0003055572509765625
15,-9.279541757329715,0.0002635002136230469,-8.96901182043886,0.0003165721893310547
16,-8.928809283966384,0.0002532005310058594,-9.200522978745882,0.00030658245086669924
17,-8.539260568491693,0.0002788543701171875,-8.230116925961958,0.0003279209136962891
18,-9.007828062550217,0.0002613544464111328,-7.995833178932696,0.0003142833709716797
19,-9.473622967886502,0.0002547025680541992,-7.645100705569364,0.0003004789352416992
20,-9.512439209997858,0.00025620460510253904,-8.422811842157623,0.0003010988235473633
21,-8.580849399325292,0.0002694129943847656,-8.500444326380336,0.0003205776214599609
22,-8.658481883548003,0.00025284290313720703,-7.218122042344436,0.0003035306930541992
23,-8.500444326380336,0.0002604484558105469,-7.686689536402961,0.0003142833709716797
24,-8.812360557632314,0.00025389194488525393,-8.928809283966384,0.0003019571304321289
25,-8.812360557632314,0.00025899410247802733,-8.734728073409597,0.00030598640441894533
26,-8.891379336216145,0.00025110244750976564,-7.762935726264554,0.0003045797348022461
27,-9.706520420554643,0.0002533912658691406,-9.199136684384762,0.00030269622802734373
28,-8.967625526077741,0.00025770664215087893,-7.144648441205083,0.00030975341796875
29,-10.209745273641161,0.0002717256546020508,-7.298527115289391,0.0003193855285644531
30,-9.511052915636736,0.00026063919067382814,-9.124276788884286,0.0003117799758911133
31,-8.619665641436647,0.0002613067626953125,-8.928809283966384,0.00031020641326904295
32,-9.745336662665997,0.0002682209014892578,-9.240725515218358,0.0003208160400390625
33,-9.432034137052904,0.0002526998519897461,-8.503216915102575,0.0003061056137084961
34,-9.666317884082165,0.00026357173919677734,-8.542033157213933,0.000321197509765625
35,-9.278155462968597,0.0002660274505615234,-7.920973283432223,0.00031664371490478513
36,-9.745336662665999,0.00025799274444580076,-7.957016936821338,0.00030477046966552733
37,-9.394604189302669,0.000260162353515625,-9.357174241552428,0.0003108978271484375
38,-8.889993041855025,0.00026810169219970703,-7.843340799209507,0.00032007694244384766
39,-9.201909273107002,0.00025548934936523435,-8.891379336216147,0.0003040075302124023
40,-9.549869157748095,0.0002635955810546875,-7.880770746959745,0.0003147125244140625
41,-11.218967568536442,0.00025889873504638674,-8.231503220323077,0.0003080606460571289
42,-8.424198136518743,0.00025918483734130857,-7.338729651761868,0.00030918121337890624
43,-7.880770746959746,0.00025990009307861326,-8.425584430879862,0.00031321048736572267
44,-9.357174241552428,0.00027208328247070314,-8.07485195751653,0.0003252983093261719
45,-9.161706736634523,0.0002611637115478516,-8.57946310496417,0.000304412841796875
46,-9.35440165283019,0.00026755332946777345,-8.889993041855025,0.0003279447555541992
47,-9.551255452109213,0.000254058837890625,-7.843340799209509,0.0003053188323974609
48,-8.152484441739244,0.00025827884674072265,-9.35717424155243,0.00031347274780273436
49,-9.007828062550217,0.0002746105194091797,-8.539260568491693,0.00032150745391845703
50,-8.347951946657151,0.0002666950225830078,-7.491222031485056,0.00031087398529052737
51,-9.124276788884288,0.00026798248291015625,-9.003669179466856,0.00032155513763427735
52,-8.464400672991221,0.0002580881118774414,-7.29991340965051,0.0003039836883544922
53,-8.889993041855025,0.0002639532089233398,-7.880770746959745,0.0003067970275878906
54,-8.73611436777072,0.0002630472183227539,-7.56885451570777,0.0003092527389526367
