var,weight
1,1.4334979e-10
2,3.0415065e-10
3,3.0957384e-10
4,2.7032324e-10
5,5.8357088e-8
6,1.157901e-10
7,3.0279965e-10
8,7.874019e-10
9,1.2145495e-9
10,9.731205e-10
11,7.762929e-12
12,9.329562e-12
13,1.9521298e-10
14,4.1135353e-9
15,7.86968e-10
16,1.1597676e-8
17,1.7350438e-8
18,4.500219e-10
19,0.9999999
