episode,grevlex_mean_reward,grevlex_mean_time_s,deglex_mean_reward,deglex_mean_time_s
1,-19.197900512716682,0.00028178691864013674,-19.063151154573895,0.0003305673599243164
2,-19.58892404036856,0.0003003120422363281,-19.577438687651828,0.00035479068756103513
3,-19.307939971366253,0.000282597541809082,-19.48569155677051,0.00034635066986083985
4,-18.84920431695969,0.0003056526184082031,-18.84920431695969,0.0003622770309448242
5,-18.97821099874411,0.0002688884735107422,-18.983953675102477,0.0003275871276855469
6,-18.940951447841,0.00027844905853271487,-18.89220654422116,0.0003258943557739258
7,-18.84920431695969,0.00027337074279785154,-18.84920431695969,0.00032787322998046876
8,-18.84920431695969,0.00029544830322265626,-18.940951447841,0.0003457069396972656
9,-18.89220654422116,0.0002843141555786133,-18.940951447840998,0.00033354759216308594
10,-18.84920431695969,0.000281524658203125,-18.97821099874411,0.0003304243087768555
11,-18.84920431695969,0.00027444362640380857,-18.84920431695969,0.00032317638397216797
12,-18.84920431695969,0.00028016567230224607,-18.84920431695969,0.00032918453216552735
13,-18.84920431695969,0.00028722286224365235,-18.84920431695969,0.0003333330154418945
14,-18.84920431695969,0.00028221607208251954,-18.84920431695969,0.0003324747085571289
15,-19.081443482342156,0.00029442310333251955,-19.032698578722314,0.000343775749206543
16,-18.84920431695969,0.00028588771820068357,-18.84920431695969,0.0003327846527099609
17,-18.983953675102477,0.00028548240661621096,-18.983953675102477,0.00032742023468017577
18,-18.89220654422116,0.000275421142578125,-18.84920431695969,0.0003257036209106445
19,-18.940951447841,0.00028574466705322266,-19.03269857872231,0.00032827854156494143
20,-19.03269857872231,0.0002909183502197266,-18.89220654422116,0.00033326148986816405
21,-18.84920431695969,0.000282740592956543,-18.935208771482635,0.00033516883850097655
22,-18.983953675102473,0.00028293132781982423,-18.940951447841,0.0003258943557739258
23,-18.84920431695969,0.00027649402618408204,-18.84920431695969,0.0003294229507446289
24,-18.935208771482635,0.000278162956237793,-18.89220654422116,0.00032682418823242186
25,-18.84920431695969,0.00028791427612304685,-18.89220654422116,0.0003345012664794922
26,-18.935208771482635,0.0002783060073852539,-18.89220654422116,0.00033180713653564454
27,-18.983953675102473,0.0002959012985229492,-18.89220654422116,0.0003487110137939453
28,-18.89220654422116,0.00029861927032470703,-18.935208771482635,0.0003529071807861328
29,-18.89220654422116,0.0002976894378662109,-18.84920431695969,0.0003499031066894531
30,-18.940951447841,0.0002938508987426758,-18.84920431695969,0.00035011768341064453
31,-18.84920431695969,0.00028438568115234374,-18.84920431695969,0.0003352642059326172
32,-18.84920431695969,0.00028030872344970704,-18.84920431695969,0.00033376216888427737
33,-18.940951447841,0.0002816915512084961,-18.935208771482635,0.0003314018249511719
34,-18.84920431695969,0.0002805471420288086,-18.84920431695969,0.0003339290618896484
35,-18.935208771482635,0.00027883052825927734,-18.983953675102477,0.00033679008483886717
36,-18.84920431695969,0.0002819061279296875,-18.84920431695969,0.0003315925598144531
37,-18.84920431695969,0.00028162002563476564,-19.06995812962542,0.00032494068145751955
